elo_home,elo_away,elo_diff,form_home,form_away,gf10_home,ga10_home,gf10_away,ga10_away,neutral,importance
2299.737348025548,2272.6430086809582,27.09433934458957,24,30,1.7,0.3,2.9,0.7,1,60
